"","temp","stability","S_seagrass","S_bistable","S_bare","CA_seagrass","CA_bistable","CA_bare","CS_seagrass","CS_bistable","CS_bare","CB_seagrass","CB_bistable","CB_bare","N_seagrass","N_bistable","N_bare"
"26",300.410402684564,"seagrass",707.01,NA,0,0.78,NA,0.11,6.12,NA,0,9031.68,NA,139.84,0,NA,0.69
"27",300.472818791946,"seagrass",707.01,NA,0,0.78,NA,0.11,6.12,NA,0,8986.73,NA,139.01,0,NA,0.69
"28",300.535234899329,"seagrass",707,NA,0,0.78,NA,0.11,6.12,NA,0,8942.02,NA,138.19,0,NA,0.69
"29",300.597651006711,"seagrass",707,NA,0,0.78,NA,0.11,6.12,NA,0,8897.53,NA,137.37,0,NA,0.69
"30",300.660067114094,"seagrass",707,NA,0,0.78,NA,0.11,6.12,NA,0,8853.28,NA,136.55,0,NA,0.69
"31",300.722483221477,"seagrass",706.99,NA,0,0.78,NA,0.11,6.12,NA,0,8809.26,NA,135.74,0,NA,0.69
"32",300.784899328859,"seagrass",706.99,NA,0,0.78,NA,0.11,6.12,NA,0,8765.47,NA,134.94,0,NA,0.69
"33",300.847315436242,"seagrass",706.98,NA,0,0.77,NA,0.11,6.12,NA,0,8721.91,NA,134.14,0,NA,0.69
"34",300.909731543624,"seagrass",706.97,NA,0,0.77,NA,0.11,6.12,NA,0,8678.57,NA,133.34,0,NA,0.69
"35",300.972147651007,"seagrass",706.97,NA,0,0.77,NA,0.11,6.12,NA,0,8635.46,NA,132.55,0,NA,0.69
"36",301.034563758389,"seagrass",706.96,NA,0,0.77,NA,0.11,6.12,NA,0,8592.57,NA,131.76,0,NA,0.69
"37",301.096979865772,"seagrass",706.95,NA,0,0.77,NA,0.11,6.12,NA,0,8549.9,NA,130.98,0,NA,0.69
"38",301.159395973154,"seagrass",706.95,NA,0,0.77,NA,0.11,6.12,NA,0,8507.45,NA,130.2,0,NA,0.69
"39",301.221812080537,"seagrass",706.94,NA,0,0.77,NA,0.11,6.12,NA,0,8465.23,NA,129.42,0,NA,0.69
"40",301.284228187919,"seagrass",706.93,NA,0,0.77,NA,0.11,6.12,NA,0,8423.22,NA,128.65,0,NA,0.69
"41",301.346644295302,"seagrass",706.92,NA,0,0.77,NA,0.11,6.12,NA,0,8381.43,NA,127.89,0,NA,0.69
"42",301.409060402685,"seagrass",706.91,NA,0,0.76,NA,0.11,6.12,NA,0,8339.85,NA,127.13,0,NA,0.69
"43",301.471476510067,"seagrass",706.9,NA,0,0.76,NA,0.11,6.12,NA,0,8298.49,NA,126.37,0,NA,0.69
"44",301.53389261745,"seagrass",706.89,NA,0,0.76,NA,0.11,6.12,NA,0,8257.34,NA,125.62,0,NA,0.69
"45",301.596308724832,"seagrass",706.87,NA,0,0.76,NA,0.11,6.12,NA,0,8216.4,NA,124.87,0,NA,0.69
"46",301.658724832215,"seagrass",706.86,NA,0,0.76,NA,0.11,6.12,NA,0,8175.67,NA,124.13,0,NA,0.69
"47",301.721140939597,"seagrass",706.85,NA,0,0.76,NA,0.11,6.12,NA,0,8135.15,NA,123.39,0,NA,0.69
"48",301.78355704698,"seagrass",706.83,NA,0,0.76,NA,0.11,6.12,NA,0,8094.84,NA,122.65,0,NA,0.69
"49",301.845973154362,"seagrass",706.82,NA,0,0.76,NA,0.11,6.11,NA,0,8054.73,NA,121.92,0,NA,0.69
"50",301.908389261745,"seagrass",706.8,NA,0,0.76,NA,0.11,6.11,NA,0,8014.83,NA,121.19,0,NA,0.69
"51",301.970805369128,"seagrass",706.79,NA,0,0.76,NA,0.11,6.11,NA,0,7975.14,NA,120.47,0,NA,0.69
"52",302.03322147651,"seagrass",706.77,NA,0,0.75,NA,0.11,6.11,NA,0,7935.64,NA,119.75,0,NA,0.69
"53",302.095637583893,"seagrass",706.75,NA,0,0.75,NA,0.1,6.11,NA,0,7896.34,NA,119.04,0,NA,0.69
"54",302.158053691275,"seagrass",706.74,NA,0,0.75,NA,0.1,6.11,NA,0,7857.25,NA,118.32,0,NA,0.69
"55",302.220469798658,"seagrass",706.72,NA,0,0.75,NA,0.1,6.11,NA,0,7818.35,NA,117.62,0.01,NA,0.69
"56",302.28288590604,"seagrass",706.7,NA,0,0.75,NA,0.1,6.11,NA,0,7779.64,NA,116.91,0.01,NA,0.69
"57",302.345302013423,"seagrass",706.67,NA,0,0.75,NA,0.1,6.11,NA,0,7741.14,NA,116.22,0.01,NA,0.69
"58",302.407718120805,"seagrass",706.65,NA,0,0.75,NA,0.1,6.11,NA,0,7702.82,NA,115.52,0.01,NA,0.69
"59",302.470134228188,"seagrass",706.63,NA,0,0.75,NA,0.1,6.11,NA,0,7664.7,NA,114.83,0.01,NA,0.69
"60",302.53255033557,"seagrass",706.6,NA,0,0.75,NA,0.1,6.11,NA,0,7626.77,NA,114.14,0.01,NA,0.69
"61",302.594966442953,"seagrass",706.58,NA,0,0.74,NA,0.1,6.11,NA,0,7589.03,NA,113.46,0.01,NA,0.69
"62",302.657382550336,"seagrass",706.55,NA,0,0.74,NA,0.1,6.11,NA,0,7551.47,NA,112.78,0.01,NA,0.69
"63",302.719798657718,"seagrass",706.52,NA,0,0.74,NA,0.1,6.11,NA,0,7514.1,NA,112.1,0.01,NA,0.69
"64",302.782214765101,"seagrass",706.49,NA,0,0.74,NA,0.1,6.11,NA,0,7476.92,NA,111.43,0.01,NA,0.69
"65",302.844630872483,"seagrass",706.46,NA,0,0.74,NA,0.1,6.11,NA,0,7439.92,NA,110.77,0.01,NA,0.69
"66",302.907046979866,"bistable",706.43,0.09,0,0.74,0.1,0.1,6.11,0,0,7403.1,113.04,110.1,0.01,0.69,0.69
"67",302.969463087248,"bistable",706.39,0.33,0,0.74,0.1,0.1,6.11,0.01,0,7366.46,120,109.44,0.01,0.69,0.69
"68",303.031879194631,"bistable",706.36,0.57,0,0.74,0.11,0.1,6.11,0.01,0,7329.99,127.15,108.78,0.01,0.69,0.69
"69",303.094295302013,"bistable",706.32,0.83,0,0.74,0.11,0.1,6.11,0.02,0,7293.71,134.49,108.13,0.01,0.69,0.69
"70",303.156711409396,"bistable",706.28,1.1,0,0.74,0.11,0.1,6.11,0.03,0,7257.6,142.02,107.48,0.01,0.68,0.69
"71",303.219127516779,"bistable",706.24,1.38,0,0.73,0.11,0.1,6.11,0.03,0,7221.66,149.75,106.84,0.01,0.68,0.69
"72",303.281543624161,"bistable",706.19,1.68,0,0.73,0.11,0.1,6.11,0.04,0,7185.89,157.7,106.2,0.01,0.68,0.69
"73",303.343959731544,"bistable",706.14,1.98,0,0.73,0.11,0.1,6.11,0.05,0,7150.29,165.86,105.56,0.01,0.68,0.69
"74",303.406375838926,"bistable",706.1,2.31,0,0.73,0.11,0.1,6.11,0.06,0,7114.86,174.26,104.92,0.01,0.68,0.69
"75",303.468791946309,"bistable",706.04,2.65,0,0.73,0.11,0.1,6.11,0.07,0,7079.59,182.9,104.29,0.01,0.68,0.69
"76",303.531208053691,"bistable",705.99,3,0,0.73,0.12,0.1,6.11,0.07,0,7044.49,191.78,103.66,0.01,0.67,0.69
"77",303.593624161074,"bistable",705.93,3.38,0,0.73,0.12,0.1,6.1,0.08,0,7009.54,200.93,103.04,0.01,0.67,0.69
"78",303.656040268456,"bistable",705.87,3.77,0,0.73,0.12,0.1,6.1,0.09,0,6974.76,210.36,102.42,0.01,0.67,0.69
"79",303.718456375839,"bistable",705.81,4.18,0,0.73,0.12,0.1,6.1,0.1,0,6940.13,220.07,101.8,0.01,0.67,0.69
"80",303.780872483221,"bistable",705.74,4.62,0,0.72,0.12,0.1,6.1,0.11,0,6905.65,230.08,101.19,0.01,0.67,0.69
"81",303.843288590604,"bistable",705.67,5.07,0,0.72,0.12,0.1,6.1,0.12,0,6871.32,240.42,100.58,0.01,0.67,0.69
"82",303.905704697987,"bistable",705.59,5.56,0,0.72,0.13,0.1,6.1,0.13,0,6837.14,251.1,99.98,0.01,0.67,0.69
"83",303.968120805369,"bistable",705.51,6.07,0,0.72,0.13,0.1,6.1,0.14,0,6803.1,262.13,99.37,0.01,0.67,0.69
"84",304.030536912752,"bistable",705.43,6.61,0,0.72,0.13,0.1,6.1,0.15,0,6769.2,273.54,98.77,0.01,0.66,0.69
"85",304.092953020134,"bistable",705.34,7.18,0,0.72,0.13,0.1,6.1,0.16,0,6735.44,285.35,98.18,0.01,0.66,0.69
"86",304.155369127517,"bistable",705.24,7.78,0,0.72,0.13,0.1,6.1,0.17,0,6701.81,297.6,97.58,0.01,0.66,0.69
"87",304.217785234899,"bistable",705.14,8.42,0,0.72,0.14,0.1,6.1,0.19,0,6668.31,310.3,97,0.01,0.66,0.69
"88",304.280201342282,"bistable",705.03,9.11,0,0.72,0.14,0.1,6.1,0.2,0,6634.93,323.49,96.41,0.01,0.66,0.69
"89",304.342617449664,"bistable",704.91,9.83,0,0.71,0.14,0.1,6.1,0.21,0,6601.67,337.2,95.83,0.01,0.66,0.69
"90",304.405033557047,"bistable",704.78,10.61,0,0.71,0.14,0.1,6.09,0.22,0,6568.52,351.48,95.25,0.01,0.66,0.69
"91",304.46744966443,"bistable",704.65,11.44,0,0.71,0.15,0.1,6.09,0.24,0,6535.47,366.37,94.67,0.01,0.66,0.69
"92",304.529865771812,"bistable",704.5,12.32,0,0.71,0.15,0.1,6.09,0.25,0,6502.52,381.93,94.1,0.01,0.66,0.69
"93",304.592281879195,"bistable",704.35,13.28,0,0.71,0.15,0.1,6.09,0.27,0,6469.66,398.19,93.53,0.01,0.66,0.69
"94",304.654697986577,"bistable",704.18,14.3,0,0.71,0.16,0.1,6.09,0.29,0,6436.88,415.24,92.97,0.01,0.65,0.69
"95",304.71711409396,"bistable",704,15.41,0,0.71,0.16,0.1,6.09,0.3,0,6404.17,433.15,92.4,0.01,0.65,0.69
"96",304.779530201342,"bistable",703.8,16.6,0,0.71,0.17,0.1,6.09,0.32,0,6371.51,451.99,91.84,0.01,0.65,0.69
"97",304.841946308725,"bistable",703.58,17.89,0,0.71,0.17,0.1,6.08,0.34,0,6338.89,471.87,91.29,0.01,0.65,0.69
"98",304.904362416107,"bistable",703.34,19.3,0,0.7,0.18,0.1,6.08,0.36,0,6306.3,492.91,90.73,0.01,0.65,0.69
"99",304.96677852349,"bistable",703.09,20.83,0,0.7,0.18,0.1,6.08,0.38,0,6273.71,515.22,90.18,0.01,0.65,0.69
"100",305.029194630872,"bistable",702.8,22.52,0,0.7,0.19,0.1,6.08,0.41,0,6241.1,538.97,89.64,0.01,0.65,0.69
"101",305.091610738255,"bistable",702.48,24.36,0,0.7,0.19,0.1,6.07,0.43,0,6208.45,564.34,89.09,0.01,0.66,0.69
"102",305.154026845638,"bistable",702.13,26.41,0,0.7,0.2,0.1,6.07,0.46,0,6175.71,591.56,88.55,0.01,0.66,0.69
"103",305.21644295302,"bistable",701.74,28.67,0,0.7,0.21,0.1,6.07,0.49,0,6142.84,620.87,88.02,0.01,0.66,0.69
"104",305.278859060403,"bistable",701.3,31.21,0,0.7,0.21,0.1,6.06,0.52,0,6109.8,652.62,87.48,0.01,0.66,0.69
"105",305.341275167785,"bistable",700.8,34.05,0,0.7,0.22,0.1,6.06,0.55,0,6076.51,687.18,86.95,0.01,0.66,0.69
"106",305.403691275168,"bistable",700.23,37.27,0,0.69,0.23,0.1,6.06,0.59,0,6042.9,725.06,86.42,0.02,0.66,0.69
"107",305.46610738255,"bistable",699.58,40.93,0,0.69,0.24,0.1,6.05,0.63,0,6008.86,766.88,85.9,0.02,0.67,0.69
"108",305.528523489933,"bistable",698.81,45.15,0,0.69,0.25,0.1,6.04,0.68,0,5974.24,813.43,85.37,0.02,0.67,0.69
"109",305.590939597315,"bistable",697.92,50.06,0,0.69,0.27,0.1,6.04,0.73,0,5938.85,865.77,84.85,0.02,0.67,0.69
"110",305.653355704698,"bistable",696.85,55.82,0,0.69,0.28,0.1,6.03,0.79,0,5902.42,925.28,84.34,0.02,0.67,0.69
"111",305.715771812081,"bistable",695.55,62.71,0,0.69,0.3,0.1,6.02,0.85,0,5864.59,993.89,83.82,0.02,0.68,0.69
"112",305.778187919463,"bistable",693.94,71.07,0,0.69,0.31,0.1,6.01,0.93,0,5824.78,1074.27,83.31,0.02,0.68,0.69
"113",305.840604026846,"bistable",691.89,81.44,0,0.69,0.33,0.1,5.99,1.03,0,5782.13,1170.35,82.81,0.03,0.68,0.69
"114",305.903020134228,"bistable",689.2,94.63,0,0.68,0.36,0.1,5.97,1.15,0,5735.25,1288.14,82.3,0.03,0.69,0.69
"115",305.965436241611,"bistable",685.51,112,0,0.68,0.39,0.1,5.94,1.3,0,5681.67,1437.32,81.8,0.04,0.69,0.69
"116",306.027852348993,"bistable",680.13,135.93,0,0.68,0.42,0.1,5.9,1.51,0,5616.68,1634.77,81.3,0.05,0.68,0.69
"117",306.090268456376,"bistable",671.52,171.12,0,0.68,0.46,0.1,5.83,1.81,0,5529.73,1913.24,80.81,0.06,0.67,0.69
"118",306.152684563758,"bistable",655.36,228.54,0,0.67,0.51,0.1,5.7,2.28,0,5391.19,2348.32,80.31,0.08,0.63,0.69
"119",306.215100671141,"bistable",610.79,345.81,0,0.66,0.58,0.1,5.35,3.23,0,5057.57,3197.54,79.82,0.15,0.5,0.69
"120",306.277516778523,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,79.34,NA,NA,0.69
"121",306.339932885906,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,78.85,NA,NA,0.69
"122",306.402348993289,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,78.37,NA,NA,0.69
"123",306.464765100671,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,77.89,NA,NA,0.69
"124",306.527181208054,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,77.41,NA,NA,0.69
"125",306.589597315436,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,76.94,NA,NA,0.69
"126",306.652013422819,"bare",NA,NA,0,NA,NA,0.1,NA,NA,0,NA,NA,76.47,NA,NA,0.69
"127",306.714429530201,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,76,NA,NA,0.69
"128",306.776845637584,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,75.54,NA,NA,0.69
"129",306.839261744966,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,75.07,NA,NA,0.69
"130",306.901677852349,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,74.61,NA,NA,0.69
"131",306.964093959732,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,74.16,NA,NA,0.69
"132",307.026510067114,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,73.7,NA,NA,0.69
"133",307.088926174497,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,73.25,NA,NA,0.69
"134",307.151342281879,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,72.8,NA,NA,0.69
"135",307.213758389262,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,72.35,NA,NA,0.69
"136",307.276174496644,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,71.91,NA,NA,0.69
"137",307.338590604027,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,71.47,NA,NA,0.69
"138",307.401006711409,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,71.03,NA,NA,0.69
"139",307.463422818792,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,70.59,NA,NA,0.69
"140",307.525838926174,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,70.16,NA,NA,0.69
"141",307.588255033557,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,69.72,NA,NA,0.69
"142",307.65067114094,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,69.3,NA,NA,0.69
"143",307.713087248322,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,68.87,NA,NA,0.69
"144",307.775503355705,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,68.44,NA,NA,0.69
"145",307.837919463087,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,68.02,NA,NA,0.69
"146",307.90033557047,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,67.6,NA,NA,0.69
"147",307.962751677852,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,67.19,NA,NA,0.69
"148",308.025167785235,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,66.77,NA,NA,0.69
"149",308.087583892617,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,66.36,NA,NA,0.69
"150",308.15,"bare",NA,NA,0,NA,NA,0.09,NA,NA,0,NA,NA,65.95,NA,NA,0.69
